[2021-03-16 00:00:03] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Run_DailyDataSnap.sh)  is already running', 'job_id': 137, 'tg_job_dtl_id': 209722}
[2021-03-16 00:00:05] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Run_DailyDataSnap.sh)  is already running', 'job_id': 138, 'tg_job_dtl_id': 209723}
[2021-03-16 00:00:07] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Run_DailyDataSnap.sh)  is already running', 'job_id': 138, 'tg_job_dtl_id': 209723}
[2021-03-16 03:00:03] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Incr_Level1_Weekly_org.sh)  is already running', 'job_id': 46, 'tg_job_dtl_id': 209730}
[2021-03-16 08:00:22] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (test.sh)  is already running', 'job_id': 156, 'tg_job_dtl_id': 209734}
[2021-03-16 11:30:18] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 54, 'tg_job_dtl_id': 209740}
[2021-03-16 12:00:31] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (test.sh)  is already running', 'job_id': 156, 'tg_job_dtl_id': 209741}
[2021-03-16 12:00:33] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (test.sh)  is already running', 'job_id': 158, 'tg_job_dtl_id': 209742}
[2021-03-16 12:30:23] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 56, 'tg_job_dtl_id': 209744}
[2021-03-16 13:30:19] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Incr_Level0.sh)  is already running', 'job_id': 1, 'tg_job_dtl_id': 209746}
[2021-03-16 13:30:22] [60005] iBRM Job Already run shell script ==> {'memo': "this job (IBRM_Incr_Level0.sh)  can't get a oracle session_key ", 'job_id': 1, 'tg_job_dtl_id': 209746}
[2021-03-16 13:50:30] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 58, 'tg_job_dtl_id': 209747}
