[2021-03-17 00:00:30] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Run_DailyDataSnap.sh)  is already running', 'job_id': 137, 'tg_job_dtl_id': 209816}
[2021-03-17 00:00:32] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Run_DailyDataSnap.sh)  is already running', 'job_id': 138, 'tg_job_dtl_id': 209817}
[2021-03-17 00:00:34] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Run_DailyDataSnap.sh)  is already running', 'job_id': 138, 'tg_job_dtl_id': 209817}
[2021-03-17 00:00:38] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (test.sh)  is already running', 'job_id': 154, 'tg_job_dtl_id': 209818}
[2021-03-17 01:00:19] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 45, 'tg_job_dtl_id': 209820}
[2021-03-17 01:00:21] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 45, 'tg_job_dtl_id': 209820}
[2021-03-17 08:00:13] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (test.sh)  is already running', 'job_id': 156, 'tg_job_dtl_id': 209827}
[2021-03-17 11:00:13] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 71, 'tg_job_dtl_id': 209831}
[2021-03-17 13:56:20] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Incr_Level0.sh)  is already running', 'job_id': 17, 'tg_job_dtl_id': 209840}
[2021-03-17 13:56:23] [60005] iBRM Job Already run shell script ==> {'memo': "this job (IBRM_Incr_Level0.sh)  can't get a oracle session_key ", 'job_id': 17, 'tg_job_dtl_id': 209840}
[2021-03-17 14:00:27] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Incr_Level0.sh)  is already running', 'job_id': 10, 'tg_job_dtl_id': 209841}
[2021-03-17 14:05:11] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Incr_Level0.sh)  is already running', 'job_id': 31, 'tg_job_dtl_id': 209844}
[2021-03-17 14:05:13] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Incr_Level0.sh)  is already running', 'job_id': 31, 'tg_job_dtl_id': 209844}
[2021-03-17 14:50:27] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 60, 'tg_job_dtl_id': 209847}
[2021-03-17 14:50:29] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 60, 'tg_job_dtl_id': 209847}
[2021-03-17 15:00:11] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Run_DailyDataSnap.sh)  is already running', 'job_id': 94, 'tg_job_dtl_id': 209849}
[2021-03-17 15:00:13] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 61, 'tg_job_dtl_id': 209848}
[2021-03-17 15:00:15] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 61, 'tg_job_dtl_id': 209848}
[2021-03-17 15:05:21] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Run_DailyDataSnap.sh)  is already running', 'job_id': 110, 'tg_job_dtl_id': 209850}
[2021-03-17 15:05:23] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Run_DailyDataSnap.sh)  is already running', 'job_id': 110, 'tg_job_dtl_id': 209850}
[2021-03-17 15:27:14] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 25, 'tg_job_dtl_id': 209851}
[2021-03-17 15:28:19] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Incr_Level1_Weekly.sh)  is already running', 'job_id': 22, 'tg_job_dtl_id': 209852}
[2021-03-17 15:30:27] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Incr_Level0.sh)  is already running', 'job_id': 14, 'tg_job_dtl_id': 209854}
[2021-03-17 15:30:29] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Incr_Level0.sh)  is already running', 'job_id': 14, 'tg_job_dtl_id': 209854}
[2021-03-17 15:40:08] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Incr_Level0.sh)  is already running', 'job_id': 47, 'tg_job_dtl_id': 209855}
[2021-03-17 15:40:10] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Incr_Level0.sh)  is already running', 'job_id': 47, 'tg_job_dtl_id': 209855}
[2021-03-17 16:05:10] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Incr_Level0.sh)  is already running', 'job_id': 15, 'tg_job_dtl_id': 209858}
[2021-03-17 16:05:12] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Incr_Level0.sh)  is already running', 'job_id': 15, 'tg_job_dtl_id': 209858}
[2021-03-17 16:30:06] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 62, 'tg_job_dtl_id': 209860}
[2021-03-17 16:30:08] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 115, 'tg_job_dtl_id': 209861}
[2021-03-17 16:30:10] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 115, 'tg_job_dtl_id': 209861}
[2021-03-17 16:55:32] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 63, 'tg_job_dtl_id': 209862}
[2021-03-17 17:00:09] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Run_DailyDataSnap.sh)  is already running', 'job_id': 93, 'tg_job_dtl_id': 209863}
[2021-03-17 17:00:14] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 118, 'tg_job_dtl_id': 209864}
[2021-03-17 17:20:10] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Run_DailyDataSnap_20.sh)  is already running', 'job_id': 147, 'tg_job_dtl_id': 209868}
[2021-03-17 17:20:14] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Incr_Level1_Daily.sh)  is already running', 'job_id': 65, 'tg_job_dtl_id': 209867}
[2021-03-17 17:45:50] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 148, 'tg_job_dtl_id': 209869}
[2021-03-17 17:48:43] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 148, 'tg_job_dtl_id': 209869}
[2021-03-17 17:49:51] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 148, 'tg_job_dtl_id': 209869}
[2021-03-17 17:50:26] [60005] iBRM Job Already run shell script ==> {'memo': 'this job (IBRM_Archive.sh)  is already running', 'job_id': 148, 'tg_job_dtl_id': 209869}
